module	db_name	module_name	module_substrates	module_intermediates	module_products	pathwise_module_completeness	stepwise_module_completeness
M01023	KMM366	dTDP-D-Fuc3NAc biosynthesis, Glc-1P => dTDP-D-Fuc3NAc	D-Glucose 1-phosphate	dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose,dTDP-glucose,dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose,dTDP-4-oxo-6-deoxy-D-glucose	dTDP-3-acetamido-3,6-dideoxy-alpha-D-galactopyranose	0.4	0.4
M01024	KMM366	dTDP-Qui3NAc biosynthesis, Glc-1P => dTDP-Qui3NAc	D-Glucose 1-phosphate	dTDP-3-amino-3,6-dideoxy-D-glucose,dTDP-glucose,3,6-Dideoxy-3-oxo-dTDP-D-glucose,dTDP-4-oxo-6-deoxy-D-glucose	dTDP-3-acetamido-3,6-dideoxy-alpha-D-glucose	0.4	0.4
M01025	KMM366	dTDP-D-Fuc4NAc biosynthesis, Glc-1P => dTDP-D-Fuc4NAc	D-Glucose 1-phosphate	dTDP-4-amino-4,6-dideoxy-D-galactose,dTDP-glucose,dTDP-4-oxo-6-deoxy-D-glucose	dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose	0.5	0.5
M01026	KMM366	dTDP-Qui4NAc biosynthesis, Glc-1P => dTDP-Qui4NAc	D-Glucose 1-phosphate	dTDP-glucose,dTDP-4-oxo-6-deoxy-D-glucose,dTDP-4-amino-4,6-dideoxy-D-glucose	dTDP-4-acetamido-4,6-dideoxy-D-glucose	0.5	0.5
M01027	KMM366	dTDP-D-Fucf biosynthesis, Glc-1P => dTDP-D-Fucf	D-Glucose 1-phosphate	dTDP-glucose,dTDP-4-oxo-6-deoxy-D-glucose,dTDP-D-fucose	dTDP-alpha-D-fucofuranose	0.5	0.5
M01006	KMM366	GDP-D-Rha4N biosynthesis, Fru-6P => GDP-D-Rha4N	D-Fructose 6-phosphate	GDP-4-dehydro-6-deoxy-D-mannose,D-Mannose 6-phosphate,D-Mannose 1-phosphate,GDP-mannose	GDP-4-amino-4,6-dideoxy-alpha-D-mannose	0.8	0.8
M01034	KMM366	GDP-D-Rha4NFormyl biosynthesis, GDP-Man => GDP-D-Rha4N => GDP-D-Rha4NFormyl	GDP-mannose	GDP-4-dehydro-6-deoxy-D-mannose,GDP-4-amino-4,6-dideoxy-alpha-D-mannose	GDP-N-formyl-alpha-D-perosamine	0.6666666666666666	0.6666666666666666
M01020	KMM366	GDP-D-Rha4NAc biosynthesis, GDP-Man => GDP-D-Rha4N => GDP-D-Rha4NAc	GDP-mannose	GDP-4-dehydro-6-deoxy-D-mannose,GDP-4-amino-4,6-dideoxy-alpha-D-mannose	GDP-4-acetamido-4,6-dideoxy-alpha-D-mannose	0.6666666666666666	0.6666666666666666
M01016	KMM366	GDP-L-Fuc biosynthesis, GDP-Man => GDP-L-Fuc	GDP-mannose	GDP-4-dehydro-6-deoxy-D-mannose	GDP-L-fucose	1.0	1.0
M01017	KMM366	GDP-L-Col biosynthesis, GDP-Man => GDP-L-Col	GDP-mannose	GDP-4-dehydro-6-deoxy-D-mannose,GDP-4-dehydro-3,6-dideoxy-alpha-D-mannose	GDP-beta-L-colitose	0.3333333333333333	0.3333333333333333
M01018	KMM366	GDP-D-Rha biosynthesis, GDP-Man => GDP-D-Rha	GDP-mannose	GDP-4-dehydro-6-deoxy-D-mannose	GDP-6-deoxy-D-mannose	0.5	0.5
M01019	KMM366	GDP-6-deoxy-Tal biosynthesis, GDP-Man => GDP-6-deoxy-Tal	GDP-mannose	GDP-4-dehydro-6-deoxy-D-mannose	GDP-6-deoxy-D-talose	0.5	0.5
M00079	KMM366	Keratan sulfate degradation	Keratan sulfate	G13074,G01945,G01977,G13073	G01391	0.2	0.2
M00060	KMM366	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	UDP-N-acetyl-D-glucosamine	2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate,2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate,UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine,UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,Lauroyl-KDO2-lipid IV(A),2,3,2',3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1-phosphate,3-Deoxy-D-manno-octulosonyl-lipid IV(A),Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A)	Di[3-deoxy-D-manno-octulosonyl]-lipid A	1.0	1.0
M00866	KMM366	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	None	None	None	0.8888888888888888	0.8888888888888888
M00867	KMM366	KDO2-lipid A modification pathway	H. pylori KDO2-lipid A	4'-Dephosphorylated 1-PEtN-KDO-lipid A,1-Dephospho-KDO2-lipid A,1-PEtN-KDO-lipid A,1-PEtN-KDO2-lipid A	H. pylori KDO-lipid A	0.2	0.2
M00127	KMM366	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP	1-Deoxy-D-xylulose 5-phosphate,Sulfur-carrier protein,L-Tyrosine,Aminoimidazole ribotide	Thiocarboxy-[sulfur-carrier protein],4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate,Thiamin monophosphate,Adenylyl-[sulfur-carrier protein],Iminoglycine,2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine,2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate	Thiamin diphosphate	1.0	1.0
M00895	KMM366	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Glycine,1-Deoxy-D-xylulose 5-phosphate,Sulfur-carrier protein,Aminoimidazole ribotide	Thiocarboxy-[sulfur-carrier protein],4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate,Thiamin monophosphate,Adenylyl-[sulfur-carrier protein],Iminoglycine,2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine,2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate	Thiamin diphosphate	0.6666666666666666	0.6666666666666666
M00896	KMM366	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	NAD+,Aminoimidazole ribotide,Glycine	ADP-5-ethyl-4-methylthiazole-2-carboxylate,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate,Thiamin monophosphate,2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine	Thiamin diphosphate	0.6	0.5
M00897	KMM366	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP	NAD+,Aminoimidazole ribotide,Glycine	ADP-5-ethyl-4-methylthiazole-2-carboxylate,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate,Thiamin monophosphate,Thiamine,2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine	Thiamin diphosphate	0.4	0.4
M00899	KMM366	Thiamine salvage pathway, HMP/HET => TMP	4-Amino-5-hydroxymethyl-2-methylpyrimidine,5-(2-Hydroxyethyl)-4-methylthiazole	4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine,4-Methyl-5-(2-phosphooxyethyl)thiazole,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate	Thiamin monophosphate	0.5	0.5
M00125	KMM366	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	GTP,D-Ribulose 5-phosphate	FMN,5-Amino-6-(1-D-ribitylamino)uracil,5-Amino-6-(5'-phosphoribosylamino)uracil,2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone,3,4-Dihydroxy-2-butanone 4-phosphate,5-Amino-6-(5'-phosphoribitylamino)uracil,Riboflavin,6,7-Dimethyl-8-(1-D-ribityl)lumazine	FAD	1.0	1.0
M00911	KMM366	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	GTP,D-Ribulose 5-phosphate	FMN,5-Amino-6-(1-D-ribitylamino)uracil,2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one,2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one,L-3,4-Dihydroxybutan-2-one 4-phosphate,5-Amino-6-(5'-phospho-D-ribitylamino)uracil,Riboflavin,6,7-Dimethyl-8-(D-ribityl)lumazine	FAD	0.4444444444444444	0.4444444444444444
M00124	KMM366	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	D-Erythrose 4-phosphate	O-Phospho-4-hydroxy-L-threonine,3-Amino-2-oxopropyl phosphate,2-Oxo-3-hydroxy-4-phosphobutanoate,2-Amino-3-oxo-4-phosphonooxybutyrate,4-Phospho-D-erythronate,Pyridoxine phosphate	Pyridoxal phosphate	1.0	1.0
M00115	KMM366	NAD biosynthesis, aspartate => quinolinate => NAD	L-Aspartate	Iminoaspartate,Nicotinate D-ribonucleotide,Deamino-NAD+,Pyridine-2,3-dicarboxylate	NAD+	1.0	1.0
M00912	KMM366	NAD biosynthesis, tryptophan => quinolinate => NAD	L-Tryptophan	3-Hydroxyanthranilate,Deamino-NAD+,Quinolinate,3-Hydroxy-L-kynurenine,Nicotinate D-ribonucleotide,L-Formylkynurenine,2-Amino-3-carboxymuconate semialdehyde,L-Kynurenine	NAD+	0.375	0.375
M00119	KMM366	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	L-Valine,L-Aspartate	(R)-Pantoate,2-Dehydropantoate,3-Methyl-2-oxobutanoic acid,beta-Alanine	Pantothenate	0.8	0.8
M00913	KMM366	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	Spermine,3-Methyl-2-oxobutanoic acid	(R)-Pantoate,2-Dehydropantoate,beta-Alanine,3-Aminopropanal	Pantothenate	0.6	0.6
M00120	KMM366	Coenzyme A biosynthesis, pantothenate => CoA	Pantothenate	D-4'-Phosphopantothenate,Dephospho-CoA,(R)-4'-Phosphopantothenoyl-L-cysteine,Pantetheine 4'-phosphate	CoA	1.0	1.0
M00914	KMM366	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	3-Methyl-2-oxobutanoic acid	2-Dehydropantoate,(R)-4'-Phosphopantothenoyl-L-cysteine,Pantetheine 4'-phosphate,Dephospho-CoA,(R)-4-Phosphopantoate,D-4'-Phosphopantothenate,(R)-Pantoate	CoA	0.42857142857142855	0.42857142857142855
M00572	KMM366	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Malonyl-[acp]	3-Hydroxyglutaryl-[acp] methyl ester,Enoylglutaryl-[acp] methyl ester,3-Hydroxypimeloyl-[acp] methyl ester,Pimelyl-[acp] methyl ester,Enoylpimeloyl-[acp] methyl ester,3-Ketopimeloyl-[acp] methyl ester,Malonyl-[acp] methyl ester,Glutaryl-[acp] methyl ester,3-Ketoglutaryl-[acp] methyl ester	Pimelyl-[acp]	0.8333333333333334	0.8333333333333334
M00123	KMM366	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	Pimeloyl-CoA,Pimeloyl-[acyl-carrier protein]	8-Amino-7-oxononanoate,Dethiobiotin,7,8-Diaminononanoate	Biotin	1.0	1.0
M00950	KMM366	Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin	Pimeloyl-CoA,Pimeloyl-[acyl-carrier protein]	8-Amino-7-oxononanoate,Dethiobiotin,8-Amino-7-(carboxyamino)nonanoate	Biotin	0.75	0.75
M00573	KMM366	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	Long-chain acyl-[acyl-carrier protein]	8-Amino-7-oxononanoate,Dethiobiotin,Pimeloyl-[acyl-carrier protein],7,8-Diaminononanoate	Biotin	0.6	0.6
M00577	KMM366	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	Pimelate	8-Amino-7-oxononanoate,Dethiobiotin,Pimeloyl-CoA,7,8-Diaminononanoate	Biotin	0.8	0.8
M00881	KMM366	Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H	Octanoyl-[acp]	[Glycine cleavage system H]-N6-octanoyl-L-lysine,[Lipoyl-carrier protein E2]-N6-octanoyl-L-lysine	[Glycine cleavage system H]-N6-[(R)-dihydrolipoyl]-L-lysine,[Lipoyl-carrier protein E2]-N6-[(R)-dihydrolipoyl]-L-lysine	1.0	1.0
M00882	KMM366	Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H	Octanoyl-[acp]	[Glycine cleavage system H]-N6-octanoyl-L-lysine	[Glycine cleavage system H]-N6-[(R)-dihydrolipoyl]-L-lysine	0.5	0.5
M00883	KMM366	Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2	Octanoyl-[acp]	[Glycine cleavage system H]-N6-octanoyl-L-lysine,[Glycine cleavage system H]-N6-[(R)-dihydrolipoyl]-L-lysine	[Lipoyl-carrier protein E2]-N6-[(R)-dihydrolipoyl]-L-lysine	0.6666666666666666	0.6666666666666666
M00884	KMM366	Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2	Octanoyl-CoA	[Lipoyl-carrier protein E2]-N6-octanoyl-L-lysine	[Lipoyl-carrier protein E2]-N6-[(R)-dihydrolipoyl]-L-lysine	0.5	0.5
M00126	KMM366	Tetrahydrofolate biosynthesis, GTP => THF	GTP	Dihydroneopterin phosphate,7,8-Dihydroneopterin 3'-triphosphate,7,8-Dihydroneopterin,2,5-Diaminopyrimidine nucleoside triphosphate,6-Hydroxymethyl-7,8-dihydropterin diphosphate,Dihydropteroate,6-(Hydroxymethyl)-7,8-dihydropterin,Formamidopyrimidine nucleoside triphosphate,Dihydrofolate,2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	Tetrahydrofolate	1.0	1.0
M00840	KMM366	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	GTP	Dihydroneopterin phosphate,7,8-Dihydroneopterin,6-Hydroxymethyl-7,8-dihydropterin diphosphate,Dihydropteroate,6-(Hydroxymethyl)-7,8-dihydropterin,2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one,Dihydrofolate	Tetrahydrofolate	0.42857142857142855	0.42857142857142855
M00841	KMM366	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	GTP	7,8-Dihydroneopterin 3'-triphosphate,6-Hydroxymethyl-7,8-dihydropterin diphosphate,2,5-Diaminopyrimidine nucleoside triphosphate,Dihydropteroate,6-(Hydroxymethyl)-7,8-dihydropterin,Formamidopyrimidine nucleoside triphosphate,Dihydrofolate,2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	Tetrahydrofolate	0.4	0.4
M00842	KMM366	Tetrahydrobiopterin biosynthesis, GTP => BH4	GTP	7,8-Dihydroneopterin 3'-triphosphate,2,5-Diaminopyrimidine nucleoside triphosphate,Formamidopyrimidine nucleoside triphosphate,6-Pyruvoyltetrahydropterin,2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	Tetrahydrobiopterin	0.6666666666666666	0.6666666666666666
M00843	KMM366	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	GTP	7,8-Dihydroneopterin 3'-triphosphate,2,5-Diaminopyrimidine nucleoside triphosphate,Formamidopyrimidine nucleoside triphosphate,6-Pyruvoyltetrahydropterin,2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	L-threo-Tetrahydrobiopterin	0.6666666666666666	0.6666666666666666
M00880	KMM366	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	GTP	(8S)-3',8-Cyclo-7,8-dihydroguanosine 5'-triphosphate,Adenylated molybdopterin,Molybdopterin,Precursor Z	Molybdoenzyme molybdenum cofactor	1.0	1.0
M00988	KMM366	PreQ1 biosynthesis, GTP => 7-Aminomethyl-7-deazaguanine	GTP	7,8-Dihydroneopterin 3'-triphosphate,2,5-Diaminopyrimidine nucleoside triphosphate,Formamidopyrimidine nucleoside triphosphate,7-Carboxy-7-carbaguanine,6-Carboxy-5,6,7,8-tetrahydropterin,7-Cyano-7-carbaguanine,2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	7-Aminomethyl-7-carbaguanine	1.0	1.0
M00140	KMM366	C1-unit interconversion, prokaryotes	None	Tetrahydrofolate,10-Formyltetrahydrofolate,5,10-Methenyltetrahydrofolate,5,10-Methylenetetrahydrofolate	None	1.0	1.0
M00141	KMM366	C1-unit interconversion, eukaryotes	None	Tetrahydrofolate,10-Formyltetrahydrofolate,5,10-Methenyltetrahydrofolate,5,10-Methylenetetrahydrofolate	None	0.5	0.5
M00846	KMM366	Siroheme biosynthesis, glutamyl-tRNA => siroheme	L-Glutamyl-tRNA(Glu)	Uroporphyrinogen III,Precorrin 2,Sirohydrochlorin,Porphobilinogen,(S)-4-Amino-5-oxopentanoate,Hydroxymethylbilane,5-Aminolevulinate	Siroheme	1.0	1.0
M00868	KMM366	Heme biosynthesis, animals and fungi, glycine => heme	Glycine	Coproporphyrinogen III,Uroporphyrinogen III,Protoporphyrin,Porphobilinogen,Hydroxymethylbilane,5-Aminolevulinate,Protoporphyrinogen IX	Heme	0.75	0.75
M00121	KMM366	Heme biosynthesis, plants and bacteria, glutamate => heme	L-Glutamate	Uroporphyrinogen III,Coproporphyrinogen III,Protoporphyrin,Porphobilinogen,(S)-4-Amino-5-oxopentanoate,L-Glutamyl-tRNA(Glu),Hydroxymethylbilane,5-Aminolevulinate,Protoporphyrinogen IX	Heme	1.0	1.0
M00926	KMM366	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	L-Glutamyl-tRNA(Glu)	Uroporphyrinogen III,Coproporphyrinogen III,Fe-coproporphyrin III,Porphobilinogen,(S)-4-Amino-5-oxopentanoate,Hydroxymethylbilane,5-Aminolevulinate,Coproporphyrin III	Heme	0.7777777777777778	0.7777777777777778
M00924	KMM366	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Uroporphyrinogen III	Cobalt-precorrin 7,Precorrin 2,Sirohydrochlorin,Cobalt-precorrin 5A,Cobalt-precorrin 4,Cobyrinate,Cobalt-precorrin 5B,Cobalt-precorrin 8,Cobalt-dihydro-precorrin 6,Cobalt-sirohydrochlorin,Cobalt-factor III,Cobalt-precorrin 6	Cob(II)yrinate a,c diamide	0.16666666666666666	0.09090909090909091
M00925	KMM366	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Uroporphyrinogen III	Hydrogenobyrinate a,c diamide,Precorrin 2,Hydrogenobyrinate,Precorrin 4,Precorrin 5,Precorrin 3A,Precorrin 3B,Precorrin 8X,Precorrin 6Y,Precorrin 6X	Cob(II)yrinate a,c diamide	0.09090909090909091	0.09090909090909091
M00122	KMM366	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	Cob(II)yrinate a,c diamide,Dimethylbenzimidazole	Adenosine-GDP-cobinamide,N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole,Adenosyl cobinamide,Adenosyl cobyrinate hexaamide,alpha-Ribazole,Adenosyl cobinamide phosphate,Adenosyl cobyrinate a,c diamide	Cobamide coenzyme	0.2857142857142857	0.2857142857142857
M00117	KMM366	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Chorismate,all-trans-Polyprenyl diphosphate	2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol,5-Methoxy-2-methyl-3-(all-trans-polyprenyl)benzene-1,4-diol,4-Hydroxy-3-polyprenylbenzoate,3-Demethylubiquinol,2-Polyprenylphenol,2-Polyprenyl-6-methoxyphenol,2-Polyprenyl-6-hydroxyphenol,4-Hydroxybenzoate	Ubiquinol	1.0	1.0
M00989	KMM366	Ubiquinone biosynthesis, O2-independent, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Chorismate,all-trans-Polyprenyl diphosphate	2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol,5-Methoxy-2-methyl-3-(all-trans-polyprenyl)benzene-1,4-diol,4-Hydroxy-3-polyprenylbenzoate,3-Demethylubiquinol,2-Polyprenylphenol,2-Polyprenyl-6-methoxyphenol,2-Polyprenyl-6-hydroxyphenol,4-Hydroxybenzoate	Ubiquinol	1.0	1.0
M00116	KMM366	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	Chorismate,all-trans-Polyprenyl diphosphate	2-Succinylbenzoyl-CoA,1,4-Dihydroxy-2-naphthoate,Demethylmenaquinol,Isochorismate,(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate,1,4-Dihydroxy-2-naphthoyl-CoA,2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,2-Succinylbenzoate	Menaquinol	1.0	1.0
M00932	KMM366	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	Chorismate,Phytyl diphosphate	2-Succinylbenzoyl-CoA,2-Carboxy-1,4-naphthoquinone,1,4-Dihydroxy-2-naphthoate,2-Phytyl-1,4-naphthoquinone,Demethylphylloquinol,Isochorismate,(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate,1,4-Dihydroxy-2-naphthoyl-CoA,2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,2-Succinylbenzoate	Phylloquinol	0.7	0.5714285714285714
M00095	KMM366	C5 isoprenoid biosynthesis, mevalonate pathway	Acetyl-CoA	(R)-5-Phosphomevalonate,Isopentenyl diphosphate,(R)-5-Diphosphomevalonate,(R)-Mevalonate,(S)-3-Hydroxy-3-methylglutaryl-CoA,Acetoacetyl-CoA	Dimethylallyl diphosphate	0.2857142857142857	0.2857142857142857
M00849	KMM366	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	Acetyl-CoA	(R)-5-Phosphomevalonate,(R)-Mevalonate 3-phosphate,trans-Anhydromevalonate phosphate,Isopentenyl diphosphate,(R)-Mevalonate 3,5-bisphosphate,(R)-Mevalonate,(S)-3-Hydroxy-3-methylglutaryl-CoA,Isopentenyl phosphate,Acetoacetyl-CoA	Dimethylallyl diphosphate	0.3125	0.3333333333333333
M00096	KMM366	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pyruvate,(2R)-2-Hydroxy-3-(phosphonooxy)-propanal	1-Hydroxy-2-methyl-2-butenyl 4-diphosphate,Isopentenyl diphosphate,4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol,2-C-Methyl-D-erythritol 4-phosphate,2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,1-Deoxy-D-xylulose 5-phosphate,2-C-Methyl-D-erythritol 2,4-cyclodiphosphate	Dimethylallyl diphosphate	1.0	1.0
M00364	KMM366	C10-C20 isoprenoid biosynthesis, bacteria	Isopentenyl diphosphate (IPP)	Dimethylallyl diphosphate (DMPP),Geranyl diphosphate (GPP),trans,trans-Farnesyl diphosphate (FPP)	Geranylgeranyl diphosphate (GGPP)	1.0	1.0
M00365	KMM366	C10-C20 isoprenoid biosynthesis, archaea	Isopentenyl diphosphate (IPP)	Dimethylallyl diphosphate (DMPP),Geranyl diphosphate (GPP),trans,trans-Farnesyl diphosphate (FPP)	Geranylgeranyl diphosphate (GGPP)	0.5	0.5
M00366	KMM366	C10-C20 isoprenoid biosynthesis, plants	Isopentenyl diphosphate (IPP)	Dimethylallyl diphosphate (DMPP),Geranyl diphosphate (GPP),trans,trans-Farnesyl diphosphate (FPP)	Geranylgeranyl diphosphate (GGPP)	0.25	0.25
M00367	KMM366	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes	Isopentenyl diphosphate (IPP)	Dimethylallyl diphosphate (DMPP),Geranyl diphosphate (GPP),trans,trans-Farnesyl diphosphate (FPP)	Geranylgeranyl diphosphate (GGPP)	0.3333333333333333	0.3333333333333333
M00961	KMM366	Betacyanin biosynthesis, L-tyrosine => amaranthin	L-Tyrosine	2-Carboxy-2,3-dihydro-5,6-dihydroxyindole,4,5-seco-Dopa,Betanidin,Betalamic acid,3,4-Dihydroxy-L-phenylalanine,cyclo-Dopa 5-O-glucoside,Betanin	Amaranthin	0.25	0.25
M00953	KMM366	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid	L-Methionine	2'-Deoxymugineic acid,S-Adenosyl-L-methionine,Nicotianamine,Mugineic acid,3-Epihydroxy-2'-deoxymugineic acid,3''-Deamino-3''-oxonicotianamine	3-Epihydroxymugineic acid	0.2	0.2
M00848	KMM366	Aurachin biosynthesis, anthranilate => aurachin A	Anthranilate	Aurachin B,4-Hydroxy-2-methyl-3-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide,Anthraniloyl-CoA,Aurachin B epoxide,Aurachin D,Aurachin C,2-Methylquinolin-4-ol	Aurachin A	0.03125	0.0
M00850	KMM366	Vibrio cholerae pathogenicity signature, cholera toxins	None	None	None	0.16666666666666666	0.16666666666666666
M00542	KMM366	EHEC/EPEC pathogenicity signature, T3SS and effectors	None	None	None	0.125	0.125
M00856	KMM366	Salmonella enterica pathogenicity signature, typhoid toxin	None	None	None	0.25	0.25
M00575	KMM366	Pertussis pathogenicity signature, T1SS	None	None	None	0.2	0.2
M00574	KMM366	Pertussis pathogenicity signature, pertussis toxin	None	None	None	0.25	0.25
M00564	KMM366	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	None	None	None	0.043478260869565216	0.043478260869565216
M00627	KMM366	beta-Lactam resistance, Bla system	None	None	None	0.3333333333333333	0.3333333333333333
M00651	KMM366	Vancomycin resistance, D-Ala-D-Lac type	None	None	None	0.14285714285714285	0.0
M00704	KMM366	Tetracycline resistance, efflux pump Tet38	None	None	None	0.5	0.5
M00726	KMM366	Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF	None	None	None	0.3333333333333333	0.3333333333333333
M00744	KMM366	Cationic antimicrobial peptide (CAMP) resistance, protease PgtE	None	None	None	0.6666666666666666	0.6666666666666666
M00718	KMM366	Multidrug resistance, efflux pump MexAB-OprM	None	None	None	0.5	0.5
M00642	KMM366	Multidrug resistance, efflux pump MexJK-OprM	None	None	None	0.5	0.5
M00643	KMM366	Multidrug resistance, efflux pump MexXY-OprM	None	None	None	0.16666666666666666	0.0
M00769	KMM366	Multidrug resistance, efflux pump MexPQ-OpmE	None	None	None	0.3333333333333333	0.3333333333333333
M00649	KMM366	Multidrug resistance, efflux pump AdeABC	None	None	None	1.0	1.0
M00696	KMM366	Multidrug resistance, efflux pump AcrEF-TolC	None	None	None	0.16666666666666666	0.0
M00697	KMM366	Multidrug resistance, efflux pump MdtEF-TolC	None	None	None	0.16666666666666666	0.0
M00698	KMM366	Multidrug resistance, efflux pump BpeEF-OprC	None	None	None	0.5	0.5
M00660	KMM366	Xanthomonas spp. pathogenicity signature, T3SS and effectors	None	None	None	0.10227272727272728	0.0
